,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
348,-2.4192514,-2.077743,-2.0315716,-1.664553,1.2484761,1.2015122,0.9856436,1.0050974
349,-1.8387743,-1.8692452,-1.3615264,-1.0029424,1.144176,1.0942492,1.0460312,1.1154841
350,-1.1148881,-0.8520424,-0.74464434,-0.5140278,1.0763168,1.166661,1.0810113,1.1038684
351,-2.1693997,-1.8583823,-1.3935112,-1.2881546,1.0082486,1.0711987,1.1182783,1.2094139
352,-1.9569365,-1.518439,-1.2890579,-1.0861253,0.8731014,0.8909165,0.8617107,1.0481309
353,-1.8208444,-1.3897164,-1.2566233,-1.1782105,0.9165171,0.96445626,0.8950457,0.98503774
354,-1.4200063,-0.79848796,-0.7019585,-0.36800814,0.9853574,0.9821845,0.93835115,1.1190723
355,-1.3437968,-1.0687487,-0.8486222,-0.71078604,0.97912294,0.9305131,0.9334743,1.0591604
356,-1.5463672,-1.1514995,-0.90534973,-0.49467367,1.0686815,0.94627374,1.1237301,1.0675304
357,-1.5397503,-1.0441469,-0.88056505,-0.6056892,1.0672443,0.91778505,0.98722565,1.0588292
358,-1.731625,-1.2527897,-1.1352901,-0.7809464,0.9629361,1.0583922,0.9770668,0.97218144
359,-1.3925449,-0.72521114,-0.7130359,-0.51132333,1.0812532,1.1590947,1.1060624,1.2162536
360,-2.1054595,-1.7441502,-1.5166689,-1.2752231,0.89800453,0.922676,0.9565371,0.7852778
361,-0.61103886,-0.20410646,0.02494319,0.2293894,1.2473674,1.2312707,1.2577198,1.2439128
362,-0.9500398,-0.44695234,-0.31959322,0.018246053,0.94610864,0.9430146,0.92713654,1.0568317
363,-1.4361423,-1.038968,-0.7614252,-0.5722853,0.9515042,0.9761547,1.01466,0.9599974
364,-1.1948136,-0.8291754,-0.6183408,-0.34603396,1.0345691,1.1885941,1.1409373,1.1350447
