,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
121,0.48133063,0.6657932,0.5955577,0.63915557,1.2514762,1.6543833,1.4650698,1.3182368
122,0.85007435,0.8550418,0.9158982,0.985687,1.9354696,1.6894468,1.7998621,1.9213941
123,0.70742935,0.6239732,0.8273437,0.68428785,1.5913154,1.5342612,2.3031178,1.5809128
124,0.600547,0.5925253,0.6693743,0.46792492,1.4849713,1.5200056,1.6161199,1.3529294
125,1.0051327,0.8397372,0.9258121,1.0268852,2.363432,2.0029154,2.1048002,2.4428873
126,0.83103555,0.82377183,0.66338634,0.7582396,1.843443,1.9540062,1.504393,1.5964198
127,0.72149014,0.63903546,0.68189764,0.81645894,1.5370864,1.3328819,1.3725803,1.9038578
128,0.6092933,0.5281589,0.6856517,0.5842515,1.35836,1.2318524,2.0296264,1.1712071
129,0.84821665,0.89966166,0.6810537,0.6726012,1.9269515,1.9775034,1.3479226,1.6642715
130,0.6844243,0.64319134,0.85461646,0.63195336,1.5935639,1.291459,1.6553625,1.8415428
131,0.52291536,0.7154349,0.6071577,0.6426727,1.4118799,1.9049157,1.7058226,1.2474488
132,0.5348767,0.5848627,0.57391787,0.61364853,1.2052615,1.2891623,1.5368935,1.2733482
133,0.6556362,0.8118366,0.65114236,0.66572577,1.36414,1.5972857,1.5434436,2.0834258
134,0.5775436,0.4187504,0.5751784,0.55197036,1.1315385,1.102814,1.1708161,1.2032306
135,0.8291564,0.8365458,0.85911334,0.985705,1.5393621,1.5378466,2.056241,2.0938094
136,0.4489715,0.5501919,0.4885056,0.49392283,1.150792,1.1797608,1.5263201,1.330757
137,0.56598747,0.42232144,0.62236595,0.5748625,2.161564,1.444343,1.7111136,1.8306073
138,0.4331329,0.33253372,0.47291613,0.37796164,1.2373629,1.0759102,1.2534543,1.2936462
139,0.5583259,0.49710453,0.6318499,0.58016646,1.3331171,1.3483701,1.6300536,1.3831761
140,0.5892097,0.73635507,0.71885586,0.62323666,1.5664569,1.8875507,1.820536,2.3929667
141,0.76376987,0.7413933,0.8506322,0.8100617,1.5116501,1.8266824,2.1534271,1.7662103
142,0.49167728,0.41368675,0.40174437,0.45723903,1.3022567,2.0618637,1.18623,1.653997
143,0.483019,0.37746036,0.35335886,0.36988485,1.4242401,1.4072735,1.0995766,1.0954497
144,0.63033545,0.60807455,0.6083032,0.64890635,1.2979833,1.3696957,1.3918585,1.8216144
145,0.9779378,1.0713352,0.9721028,1.0522083,2.2059987,2.514086,1.9818926,1.8860064
146,0.62692523,0.65967965,0.55043423,0.6324954,1.267316,1.4430556,1.2559253,1.5454164
147,0.8729887,0.75024223,0.8417232,0.76808906,2.4085605,1.8142563,1.7279009,1.9109709
148,0.53783,0.45857394,0.57565475,0.57219565,1.7314945,1.2424521,1.4431612,1.6227764
149,0.9754348,1.0805826,0.986177,0.9549191,2.0361216,2.315989,2.1145637,1.9087807
150,0.7025324,0.662729,0.50860906,0.5765512,1.3174913,1.4518411,1.1940315,1.1966507
151,0.8529676,0.9215177,0.93765867,0.7574296,1.647594,2.1158032,1.7509419,1.8134922
152,0.5952556,0.5888574,0.6106564,0.536832,1.383581,1.823519,1.4043638,1.3625672
153,0.8073038,0.9178009,0.77507246,0.75115156,1.7017663,2.585328,2.1598716,1.7539499
154,0.68516994,0.79925036,0.59764457,0.61922646,1.7150363,1.6714,1.478298,2.011778
155,0.8266053,0.71387434,0.7591704,0.6470287,1.7214354,1.4606041,1.6348425,1.4715835
156,0.3786342,0.5067916,0.429039,0.4049704,1.1618544,1.2358583,1.0843697,1.0039485
157,0.7423707,0.8458762,0.7171092,0.7513937,1.3952816,2.2519321,1.7313521,1.7233704
158,0.509002,0.32852316,0.32881927,0.35220373,1.344872,0.9713018,1.0176723,1.0971662
159,0.8353064,0.96687317,0.9620707,0.97037566,1.625423,2.2577214,1.6551831,2.2451658
160,0.83072025,0.90286404,0.83625376,0.9572339,1.682116,2.242383,1.7705857,2.0864582
161,0.4716848,0.5699981,0.43308938,0.49497095,1.451518,2.6640618,1.3185698,1.3897978
162,0.56232333,0.7336637,0.5576656,0.4840907,1.9603502,1.7276175,1.6013852,1.5115795
