,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
36,-0.808759,-0.6267684,-0.59415567,-0.31195822,1.6941086,1.5840849,1.58339,2.1949394
37,-0.96302164,-0.7169523,-0.48771635,-0.31575495,1.5240026,1.2988698,1.5340396,1.4853756
38,-1.3796836,-1.2451582,-1.1406507,-0.9877536,1.5963879,1.4575616,1.3740488,1.639389
39,-0.5358983,-0.27037948,-0.1259502,-0.074633144,1.8955786,2.222385,2.249884,2.0739317
40,-3.84748,-3.8073246,-3.6729748,-3.4906325,1.5939031,1.4280771,1.7764618,1.482092
41,-3.3023286,-2.9702744,-2.634899,-2.6715107,1.5185531,1.3122821,1.5554154,1.3511926
42,-1.8572332,-1.5171341,-1.5005906,-1.2012495,1.074863,1.2328922,1.170747,2.105191
43,-2.1659362,-1.8419986,-1.6924624,-1.3261403,1.2111714,1.2364839,1.0865667,1.3432249
44,-2.300261,-2.0573819,-1.9747832,-1.90424,1.9685992,1.5442996,1.7315935,1.3503923
45,-1.7704355,-1.4044485,-1.3109127,-1.0446205,2.152959,2.0503404,1.6752347,1.8021947
46,-2.9887187,-2.6996894,-2.6023734,-2.297979,1.3106393,0.97692716,1.6018707,1.8700259
47,-2.200504,-1.7962762,-1.8474578,-1.6857681,1.4787877,2.1394613,1.442701,1.5783461
48,-1.5934833,-1.3375193,-1.2906436,-1.056334,1.1268109,1.3017299,1.4364198,1.1687503
49,-1.282393,-1.1755939,-1.0427061,-0.8136609,1.6322664,1.572386,1.3275423,1.6126956
50,-1.5606332,-1.4203606,-1.3070933,-1.1468999,1.7261999,1.413085,1.3290627,1.3037741
51,-2.0671325,-1.7288219,-1.5573939,-1.4455986,1.2759748,1.9513069,1.646987,1.6691053
52,-1.6557311,-1.6267955,-1.2886686,-1.1246543,2.1360083,1.1803013,1.6619191,1.5986068
53,-1.5760117,-1.3665367,-1.2155969,-0.9934948,1.4330949,1.6284492,1.3582869,1.539234
54,-1.5885994,-1.1160418,-1.158346,-1.0848324,1.7266477,2.0128636,1.9451497,1.6680127
55,-0.8570771,-0.6439701,-0.5448219,-0.3549313,1.7445725,1.8057973,1.2914467,1.9824721
56,-1.1942278,-1.1303445,-1.0021626,-1.0208137,2.6968863,1.5412219,1.3607869,1.5320916
57,-1.4273579,-1.1067265,-0.89254606,-0.5675074,1.3967611,1.4036818,1.4864452,1.5327199
58,-2.2636187,-2.0669034,-1.9536715,-1.8205949,1.6469599,1.5509099,1.4047502,1.5908478
59,-1.8732867,-1.7640857,-1.6118659,-1.2688512,1.6085128,1.6056331,1.783666,1.7606277
60,-1.3966131,-1.1681435,-0.9455419,-0.8682015,1.1860051,1.3183464,1.3503325,1.316042
61,-1.4373364,-1.1592288,-0.9670078,-0.8273918,1.0835321,1.1067858,1.5223966,1.2681811
62,-1.4342382,-1.300473,-1.1490066,-0.92393893,1.7630838,1.2706656,1.410903,1.4469495
63,-1.5438833,-1.3310808,-1.2903699,-1.2154789,2.4391491,1.4920478,1.9278406,2.1761525
64,0.1317802,0.674532,0.59815794,1.0943043,1.7957139,3.3334227,2.123861,2.3141346
65,-0.70451903,-0.45571664,-0.30466458,-0.05961222,1.5977082,1.725721,1.444681,1.6727778
66,-1.5434734,-1.0180129,-0.84789675,-0.6513777,2.0586317,2.8111875,2.1561596,2.4612103
67,-0.02478128,0.2360069,0.5091354,0.73060316,1.8863144,1.7886529,1.8058074,2.0200772
68,-1.209829,-0.98287994,-0.8516355,-0.7532257,1.8963974,1.802843,1.7330197,1.6847368
69,-1.1775285,-0.8346786,-0.7477957,-0.27962485,1.3369339,1.5436807,1.3281795,1.6891775
70,-1.9065653,-1.8684942,-1.4493923,-1.412402,2.5040433,1.9854529,3.3221028,2.158143
71,-1.4353511,-1.1140151,-1.0055943,-0.563518,1.8742244,2.0466912,2.625369,2.356841
72,-0.29376253,0.08065192,0.089274175,0.36186627,1.8398261,2.600752,2.5058904,1.9841654
73,-0.6471976,-0.41960326,-0.21918689,0.10718396,1.9822601,2.0176268,2.1986454,2.1252775
74,-0.8477317,-0.5100379,-0.35910812,-0.044428546,2.5731976,2.815213,2.5971222,2.3014505
75,-0.9965595,-0.79155564,-0.5282698,-0.38901645,2.3242583,2.6310246,2.31086,2.7808676
76,0.13133898,0.28076228,0.44212312,0.6058529,3.0375128,2.0482187,2.0786448,2.52434
77,-1.6758765,-1.5216646,-1.4759061,-1.3241934,3.2174652,2.895822,2.4910321,2.4399986
78,-0.38808677,-0.24681573,-0.042236876,0.28959355,2.5434475,2.5800753,2.046478,2.6252358
79,-1.8178586,-1.6944268,-1.5943376,-1.4295607,2.6457493,2.2196648,2.5105047,2.5253222
80,-0.36301813,-0.005041446,0.19047166,0.08373765,2.129337,2.5003533,3.2724123,1.7988396
81,-1.9176214,-1.5916804,-1.4208136,-1.3620428,1.9571308,1.8865907,1.8908172,1.8062168
82,-2.29034,-2.1408324,-1.8567114,-1.6059222,2.0089896,1.8098626,2.1640015,2.0981464
83,-1.1082767,-0.733996,-0.6753605,-0.50378215,2.0362997,3.0955093,2.298418,2.0473108
84,-1.0045785,-0.6844753,-0.4147263,-0.37827304,1.8646412,2.1288564,2.3625271,1.8738705
85,-0.8397492,-0.5033024,-0.43172932,-0.2235677,1.8306521,1.8936938,1.8182576,1.6389074
86,-0.8168337,-0.54800403,-0.23986982,0.055783648,1.5053302,1.5197798,1.7439913,2.1320672
87,-3.0931025,-2.7057168,-2.674625,-2.4698203,2.0497596,2.5193925,2.0887592,2.822165
88,-1.3009049,-0.99770933,-0.73779833,-0.60606503,1.6485105,1.7015405,1.9570684,1.5784951
89,-2.1817338,-2.2196393,-2.2091386,-1.956672,2.178355,1.460759,1.9811436,1.575702
90,-0.96895695,-0.8295823,-0.70363414,-0.33879876,1.8511033,1.2805334,1.3175488,1.3363205
91,-1.514265,-1.019708,-0.92091316,-0.5991079,1.6428757,1.8813761,1.6283451,2.079568
92,-0.98092884,-0.71289593,-0.59905887,-0.31161544,1.8898834,2.088633,2.1202056,2.1299832
93,-1.3747525,-1.1801926,-1.0692759,-0.9569303,2.1449552,1.9435664,1.7786506,1.6973547
94,-2.60246,-2.4977307,-2.0049112,-2.0352886,2.5411808,1.8557465,2.1707191,2.3873115
95,-0.6625511,-0.5138475,-0.26640305,-0.264509,2.11882,1.8713529,2.3570945,2.5227532
96,-1.8748164,-1.4250443,-1.3942991,-1.1881305,1.2251358,1.9651912,1.2717856,1.8977865
97,-2.2875915,-1.876588,-1.5232013,-1.7033703,1.6387925,1.4862763,1.8815117,1.5367854
98,-0.9726244,-0.88448393,-0.70703346,-0.60307306,2.017236,1.4333793,1.6746646,1.5885453
99,-1.9844887,-1.9200323,-1.6734197,-1.703425,2.5999427,1.4439299,1.9190968,1.3619771
100,-1.3279386,-1.0023977,-0.8084999,-0.68061197,0.98698467,1.3080589,1.2538354,1.1301022
101,-1.4963843,-1.1484888,-0.8265062,-0.7784912,1.6293339,1.6174896,1.7498561,1.7637538
102,-1.279379,-1.028091,-0.8625223,-0.7604044,1.2894744,1.5370125,1.7849365,1.386336
103,-0.9881547,-0.6642715,-0.37342465,-0.3996426,1.2880965,2.5770903,1.834801,2.054823
104,-1.703909,-1.4788179,-1.2417322,-0.863067,1.3596267,1.2421752,1.2860361,1.5344043
105,-1.1704394,-0.9875208,-0.68343467,-0.6768852,2.0680828,1.4628019,1.7518016,1.3970089
106,-2.2365956,-1.9962331,-1.8483858,-1.8179734,1.4941379,1.6773992,1.4933375,1.999356
107,-0.5969579,0.004199488,0.08536401,0.12007269,1.5495203,2.2777364,1.8036158,1.7826202
108,-1.08624,-0.9752474,-0.6109085,-0.5496343,1.5732071,1.4960432,2.7108796,1.6109649
109,-0.5353799,-0.33035952,-0.025336722,-0.010330842,1.4148556,1.3860288,1.991212,1.4823483
110,-1.3157179,-1.0912822,-1.1028563,-0.8518846,1.8410056,2.260788,1.2969997,1.1835924
111,-1.7431449,-1.4328679,-1.4044513,-1.1193343,1.9297558,1.8344042,1.8189235,2.1191385
112,-1.3687621,-1.0112209,-0.89680505,-0.74033433,1.2294441,1.6772307,1.6176815,1.3705627
113,-1.8330309,-1.6903973,-1.4045914,-1.3296367,1.3159264,0.99051875,1.1845335,1.113834
114,-1.0001923,-0.7190873,-0.5146799,-0.43297055,1.2880158,1.6518439,1.6373702,1.4706197
115,-1.2950014,-0.82940906,-0.68634164,-0.46849865,1.4056034,1.3700987,1.4555922,1.2947192
116,-0.5123143,-0.30280226,-0.20760372,-0.0031387252,1.8527124,1.5501047,1.5654403,1.662877
